선택 직무,질문 구성,번호,질문,모범 답변
국제의료관광코디네이터,실무 2,13,"환자에게 의료진 답변이 늦어질 게 확실한 상황에서, 기다리는 동안 불안을 줄이기 위해 어떤 중간 안내를 어떻게 하실 건가요?",
국제의료관광코디네이터,실무 2,14,"동일 환자에 대해 의료진 설명이 여러 번 바뀌거나 계획이 변경될 때, 환자에게 일관성 있게 커뮤니케이션하기 위해 어떤 원칙을 세우시겠어요?",
국제의료관광코디네이터,실무 2,15,"귀국 후 부작용 문의가 들어왔는데 시차 때문에 의료진 연결이 즉시 어렵다면, 그 사이 코디가 안내할 수 있는 범위와 금지해야 할 범위를 어떻게 구분하시겠어요?",
국제의료관광코디네이터,실무 2,16,"환자분이 “이 내용은 의사에게 말하지 말아달라”고 요청하면, 어떤 기준으로 대응하시겠어요?",
국제의료관광코디네이터,실무 2,17,"환자분이 마스크 착용, 촬영 금지 등 병원 규정에 대해 “왜 이렇게 까다롭냐”고 불편해하시면, 어떻게 납득시키실 건가요?",
국제의료관광코디네이터,실무 2,18,"환자분이 대기 중에 갑자기 컨디션이 떨어지거나 어지러움을 호소하면, 코디네이터로서 즉시 취할 행동 순서를 어떻게 가져가실 건가요?",
국제의료관광코디네이터,실무 2,19,"환자분이 “오늘 안에 검사랑 결과 상담까지 다 끝내달라”고 무리한 일정을 요구할 때, 가능한 대안을 어떻게 제시하고 설득하시겠어요?",
국제의료관광코디네이터,실무 2,20,"환자분이 개인정보 제공 동의는 안 하시면서도 보호자에게는 진행 상황을 계속 공유해달라고 하시면, 원칙을 지키면서 어떻게 안내하시겠어요?",
국제의료관광코디네이터,상황/협업,1,"귀국 후 환자분이 부작용 사진을 보내오며 “병원 책임”을 강하게 묻는다면, 응대 톤은 어떻게 유지하고 어떤 기준으로 의료진에게 즉시 연결하시겠어요?",
국제의료관광코디네이터,상황/협업,2,"수술 결과를 보장해달라고 하거나 “환불 조건”부터 따지는 환자분이면, 첫 상담에서 어떤 원칙으로 대화를 잡으실 건가요?",
국제의료관광코디네이터,상황/협업,3,"보호자가 “무조건 이 수술 해야 한다”고 밀어붙이는데 환자 본인은 망설이는 상황이면, 환자 의사 확인을 어떻게 안전하게 진행하시겠어요?",
국제의료관광코디네이터,상황/협업,4,"상담 중 환자분이 알레르기나 복용약을 숨기거나 대충 답하는 느낌이 들면, 놓치지 않기 위해 어떤 방식으로 재확인 질문을 구성하시겠어요?",
국제의료관광코디네이터,상황/협업,5,"수술 후 환자분이 붓기나 멍을 보고 “이거 부작용 아니냐”고 불안해하시면, 코디네이터로서 어떤 말까지 안내하고 어떤 시점에 바로 의료진을 호출하시겠어요?",
국제의료관광코디네이터,상황/협업,6,"환자분이 “부작용 설명은 듣기 싫다”고 하거나 빨리 결론만 달라고 하시면, 대화를 어떻게 진행하시겠어요?",
국제의료관광코디네이터,상황/협업,7,"환자분이 “통증에 약해서 마취를 강하게 해달라”고 하시면, 코디네이터로서 확인해야 할 포인트와 의료진에게 전달해야 할 내용은 뭐라고 보세요?",
국제의료관광코디네이터,상황/협업,8,"상담 후 환자분이 “생각보다 비싸다”며 바로 나가려고 하시면, 어떻게 하실 건가요?",
국제의료관광코디네이터,상황/협업,9,"동료 코디네이터가 환자에게 잘못 안내한 걸 발견했을 때, 환자 신뢰를 지키면서도 팀 관계를 깨지 않게 어떻게 수습하시겠어요?",
국제의료관광코디네이터,상황/협업,10,"안내 누락, 대기 지연 등 부서 간 책임이 애매한 문제가 발생했을 때, 원인과 개선점을 찾기 위해 어떤 방식으로 회의를 제안하시겠어요?",
국제의료관광코디네이터,상황/협업,11,"환자 응대 기록이 팀원마다 방식이 달라 인수인계가 자주 꼬이면, 지원자분은 문제를 어떻게 해결하실 건가요?",
국제의료관광코디네이터,상황/협업,12,"협업팀과 의견이 부딪힐 때, 갈등을 줄이기 위해 어떤 식으로 커뮤니케이션 하시겠어요?",
국제의료관광코디네이터,상황/협업,13,"환자가 특정 직원을 지목해서 바꿔달라고 요구하면, 내부 갈등을 키우지 않으면서도 환자 경험을 지키기 위해 어떤 방식으로 협의하고 안내하시겠어요?",
국제의료관광코디네이터,상황/협업,14,"새로 들어온 직원이 업무 흐름을 잘 몰라서 헤매고 있을 때, 지원자분은 어떤 방식으로 도와주고 기준을 맞추시겠어요?",
국제의료관광코디네이터,상황/협업,15,"다른 팀에서 요청한 일이 급한데 우리 팀 업무에도 영향이 큰 상황이면, 우선순위를 어떻게 조정하고 어떤 식으로 협의하시겠어요?",
국제의료관광코디네이터,상황/협업,16,"협업 중에 상대가 규정과 다른 방향으로 일을 처리하려고 하면, 지원자분은 어떻게 하시겠어요?",
국제의료관광코디네이터,상황/협업,17,"회의에서 의견이 다를 때, 보통 어떻게 설득하시는 편이세요?",
국제의료관광코디네이터,상황/협업,18,"팀 성과를 위해 본인 업무를 잠시 내려놓고 지원 역할을 해야 하는 상황이 오면, 어떤 기준으로 판단하고 어떻게 움직이시겠어요?",
국제의료관광코디네이터,상황/협업,19,"본인이 실수해서 다른 사람 업무까지 늘어나게 된 상황이면, 상황을 어떻게 공유하고 수습하시겠어요?",
국제의료관광코디네이터,상황/협업,20,"협업 중에 상대가 실수를 인정하지 않고 방어적으로 나오면, 어떻게 합의점을 찾으실 건가요?",
국제의료관광코디네이터,윤리/가치관,1,"본인이 실수했는데 보고하면 혼날 게 두려운 상황에서, 그래도 보고해야 한다고 판단하는 기준은 뭐라고 보세요?",
국제의료관광코디네이터,윤리/가치관,2,"외국인 환자분이 “그냥 당신이 결정해줘요”라고 하면, 환자 자율성을 지키면서 의사결정을 돕는 방식은 어떻게 가져가실 건가요?",
국제의료관광코디네이터,윤리/가치관,3,"코디네이터가 설명을 친절하게 하다 보면 의료 조언처럼 들릴 위험이 있는데, 본인이 할 수 있는 설명 범위와 넘기면 안 되는 범위를 어떻게 구분하시겠어요?",
국제의료관광코디네이터,윤리/가치관,4,"비용 안내에서 오해가 생기기 쉬운데, 윤리적으로 ‘숨기지 말아야 할 정보’는 뭐라고 생각하시고 어떤 방식으로 고지하시겠어요?",
국제의료관광코디네이터,윤리/가치관,5,"상담 과정에서 병원 매출이나 전환율 압박이 있더라도, 코디네이터로서 절대 넘지 말아야 할 선은 뭐라고 생각하세요?",
국제의료관광코디네이터,윤리/가치관,6,"환자분이 진단서 또는 소견서 문구를 보험에 유리하게 바꿔달라고 유도하면, 어디까지 가능하고 어떻게 거절하시겠어요?",
국제의료관광코디네이터,윤리/가치관,7,"환자분이 종교적 또는 개인적 이유로 특정 처치를 거부하면, 지원자분은 존중과 안전 사이에서 어떤 절차로 진행하시겠어요?",
국제의료관광코디네이터,윤리/가치관,8,"투약 오류나 환자 안전사고가 발생했을 때, ‘책임 추궁’보다 ‘재발 방지’로 가려면 팀 문화가 어떻게 바뀌어야 한다고 생각하세요?",
국제의료관광코디네이터,윤리/가치관,9,"환자 개인정보를 다루다 보면 사소한 대화에서도 유출 위험이 있는데, 지원자분이 평소에 꼭 지키는 원칙이 있으세요?",
국제의료관광코디네이터,윤리/가치관,10,"바쁜 상황에서 한 환자에게 시간을 더 쓰면 다른 환자가 소외될 수 있을 때, 공정하게 돌보기 위한 우선순위 기준은 뭐예요?",
국제의료관광코디네이터,윤리/가치관,11,"환자분이 “그냥 빨리 퇴원하게 해달라”고 요구하지만 의료적으로 위험해 보일 때, 환자 자기결정권과 안전 사이를 어떻게 설명하시겠어요?",
국제의료관광코디네이터,윤리/가치관,12,"병원 내부 사정으로 확정되지 않은 내용을 환자에게 ‘일단’ 안내해달라는 요청을 받으면, 지원자분은 어떤 방식으로 리스크를 막으실 건가요?",
국제의료관광코디네이터,윤리/가치관,13,"성과 압박이 있는 환경에서도 윤리적으로 일관되게 행동하기 위해, 지원자분이 ‘반드시 지키겠다’고 정한 기준이 있나요?",
국제의료관광코디네이터,윤리/가치관,14,"업무량이 몰려서 모든 환자 응대를 완벽히 못 하는 상황이면, ‘먼저 처리해야 하는 환자’ 우선순위를 어떤 기준으로 정하시겠어요?",
국제의료관광코디네이터,윤리/가치관,15,"환자분이 본인 상태를 과장하거나 반대로 축소해서 말하는 게 느껴질 때, 판단을 흐리지 않게 어떤 식으로 사실 확인을 하실 건가요?",
국제의료관광코디네이터,윤리/가치관,16,"병원 내부에서 관행적으로 애매한 안내가 반복되고 있다는 걸 발견하면, 어떤 방식으로 문제를 제기하고 개선을 제안하시겠어요?",
국제의료관광코디네이터,윤리/가치관,17,"환자분이 “지금 당장 담당 의사 바꿔달라”고 요구하는데 사유가 차별적이거나 부적절해 보이면, 병원 방침을 기준으로 어떻게 응대하시겠어요?",
국제의료관광코디네이터,윤리/가치관,18,"환자분이 수술 전 주의사항을 어겼는데도 “책임은 내가 질 테니 해달라”고 하면, 어떤 절차로 진행 여부를 판단하고 보고하시겠어요?",
국제의료관광코디네이터,윤리/가치관,19,"환자 만족도나 재방문율을 올리기 위해서, 상담 이후에 꼭 필요하다고 생각하는 것이 있으실까요?",
국제의료관광코디네이터,윤리/가치관,20,"환자분이 상담 중에 “지금 바로 결정 못 하겠다”면서도 예약은 잡아달라고 하면, 병원 리소스를 고려해 어떻게 안내하실 건가요?",
