선택 직무,질문 구성,번호,질문,모범 답변
간호사,기관이해,1,신규 간호사들이 잘 적응할 수 있도록 우리 병원에서 어떤 제도를 마련해 줬으면 하는지 생각해 보신 게 있나요?,
간호사,기관이해,2,"입사하신다면, 우리 병원에서 장기 근속하고 싶은 특별한 이유가 있으신가요?",
간호사,기관이해,3,"우리 병원이 추구하는 여러 핵심 가치 중에서, 지원자분이 보시기에 가장 중요하다고 생각되는 가치는 무엇인가요?",
간호사,기관이해,4,"최근 병원들이 환자 공감이나 경험을 중요하게 여기는데, 혹시 우리 병원이 시행 중인 관련 제도나 프로그램에 대해 알고 계신 게 있나요?",
간호사,기관이해,5,"우리 병원의 일원이 된다면, 매일 어떤 마음가짐으로 출근해서 환자를 대하실 생각인가요?",
간호사,기관이해,6,신규 간호사가 우리 병원의 시스템과 문화에 빨리 적응하기 위해서는 스스로 어떤 노력이 가장 필요하다고 보시나요?,
간호사,기관이해,7,우리 병원의 진료 환경이나 시스템 중 어떤 부분이 지원자분의 전문성을 키우는 데 도움이 될 거라고 판단하셨나요?,
간호사,기관이해,8,최근 뉴스나 신문을 통해 접한 우리 병원 소식 중에서 가장 인상 깊게 기억에 남는 내용은 무엇인가요?,
간호사,기관이해,9,신규 간호사들이 현장에 잘 적응하기 위해서 병원 차원에서 꼭 제공해 줬으면 하는 지원이나 교육이 있다면 무엇인가요?,
간호사,기관이해,10,"만약 지원자분이 우리 병원의 병원장이 된다면, 직원들을 위해 가장 먼저 만들고 싶은 제도나 복지는 무엇인가요?",
간호사,기관이해,11,"다른 병원과 비교했을 때, 우리 병원만이 가진 가장 큰 경쟁력은 무엇이라고 분석하셨나요?",
간호사,기관이해,12,"우리 병원의 미션이나 비전을 달성하기 위해, 일선 간호사로서 실천할 수 있는 구체적인 행동은 무엇이 있을까요?",
간호사,기관이해,13,"최근 의료계가 많이 어려운데, 우리 병원이 지속적으로 성장하기 위해서는 어떤 점을 더 강화해야 한다고 생각하시나요?",
간호사,기관이해,14,"우리 병원이 여러 전문 센터를 운영하고 있는데, 그중에서 지원자분이 가장 관심 있게 지켜본 특화 분야나 센터가 있다면 어디인가요?",
간호사,기관이해,15,지원자분의 성격이나 평소 가치관이 우리 병원의 조직 분위기와 잘 어울린다고 생각하는 이유는 구체적으로 무엇인가요?,
간호사,기관이해,16,다른 병원이 아닌 우리 병원에서만 경험할 수 있는 특별한 장점이 있다면 무엇이라고 생각하시나요?,
간호사,기관이해,17,우리 병원의 간호부가 추구하는 목표나 비전을 알고 계신가요?,
간호사,기관이해,18,지원자분이 생각하시기에 우리 병원이 다른 병원들과 비교했을 때 가진 가장 큰 강점은 무엇이라고 보시나요?,
간호사,기관이해,19,우리 병원의 인재상에 대해 알고 계신가요? 본인의 어떤 점이 그 인재상과 부합한다고 생각하시나요?,
간호사,기관이해,20,입사하게 된다면 우리 병원의 미션이나 비전을 달성하는 데 본인이 어떤 기여를 할 수 있을까요?,
간호사,인성,1,"일은 잘하지만 냉철한 간호사'와 '따뜻하지만 아직 업무 역량이 조금 부족한 간호사' 중, 본인은 어떤 간호사가 되고 싶으신가요?",
간호사,인성,2,본인의 성격 중 가장 큰 장점은 무엇인지 말씀해 주시겠어요?,
간호사,인성,3,본인이 생각하는 단점은 무엇이며 혹시 보완하고 있는 점이 있나요?,
간호사,인성,4,본인은 어떤 성격을 가진 사람인지 간단하게 소개해 주시겠어요?,
간호사,인성,5,"업무를 하다 보면 스트레스가 많이 쌓일 텐데, 평소에 본인만의 관리 방법이 따로 있으신가요?",
간호사,인성,6,평소 생활에서 오랫동안 꾸준히 해온 활동이나 습관이 있다면 무엇인가요?,
간호사,인성,7,"환자분들과 신뢰 관계, 즉 라포를 형성하는 데 있어서 본인만이 가진 특별한 강점은 무엇이라고 생각하시나요?",
간호사,인성,8,실습 중에 환자분과 깊이 소통했거나 라포를 잘 형성했던 구체적인 경험이 있다면 이야기해 주세요.,
간호사,인성,9,"과거에 실수했던 경험이 있다면 이야기해 주시고, 그 일을 통해 무엇을 배우셨는지 말씀해 주세요.",
간호사,인성,10,인생에서 가장 크게 실패했거나 좌절감을 느꼈던 경험은 무엇인가요?,
간호사,인성,11,지원자분의 성실함이나 꾸준함을 증명할 수 있는 특별한 경험이 있을까요?,
간호사,인성,12,건강이나 멘탈을 유지하기 위해 지키고 있는 본인만의 자기관리 루틴이 있으신가요?,
간호사,인성,13,간호사에게 가장 필요한 인성적 자질은 무엇이라고 생각하시나요?,
간호사,인성,14,"전문적인 지식 외에, 간호사로서 갖춰야 할 가장 중요한 역량은 무엇이라고 보시나요?",
간호사,인성,15,본인의 강점을 실제 간호 현장에서 어떻게 발휘하여 업무에 기여할 수 있을지 말씀해 주시겠어요?,
간호사,인성,16,취미나 봉사활동 등 오랫동안 꾸준히 지속해온 활동이 있다면 소개해 주시겠어요?,
간호사,인성,17,"타인과 갈등을 겪었던 상황을 예로 들고, 그때 본인은 어떤 방식으로 문제를 해결했는지 설명해 주시겠어요?",
간호사,인성,18,지금까지 살면서 가장 큰 성취감이나 보람을 느꼈던 일은 무엇인가요?,
간호사,인성,19,"팀 프로젝트나 조별 과제를 할 때, 본인은 주로 어떤 역할을 맡는 편인가요?",
간호사,인성,20,"만약 직장 상사가 본인을 부정적으로 평가하거나 힘들게 한다면, 그 상황에 어떻게 대처하실 건가요?",
간호사,실무 1,1,"흉통을 호소하는 환자가 있다면, 구체적으로 어떤 순서와 방법으로 사정을 하시겠어요?",
간호사,실무 1,2,"만약 병동에서 흉통 환자를 마주쳤다면, 당장 가장 먼저 취해야 할 조치는 무엇일까요?",
간호사,실무 1,3,통증이 있는 환자를 사정할 때 사용하는 표준화된 방법이나 도구에 대해 설명해 주시겠어요?,
간호사,실무 1,4,호흡곤란을 호소하는 환자에게서 확인해야 할 객관적인 지표들에는 어떤 것들이 있나요?,
간호사,실무 1,5,"임상에서 사용하는 산소요법에는 어떤 종류가 있고, 각각 어떤 특징이 있는지 설명해 주시겠어요?",
간호사,실무 1,6,수술을 마친 환자가 병동으로 왔을 때 시행해야 할 간호 중재를 생각나는 대로 하나씩 말씀해 보시겠어요?,
간호사,실무 1,7,학교에서 배운 핵심 기본간호술기 중에서 '이건 정말 자신 있다' 하는 술기가 있다면 무엇인가요?,
간호사,실무 1,8,약물을 투여할 때 반드시 지켜야 할 '7 Rights' 중 하나만 골라서 그 내용을 설명해 주시겠어요?,
간호사,실무 1,9,"환자에게 수혈을 해야 할 때, 준비부터 종료까지 어떤 절차로 간호를 수행하시겠어요?",
간호사,실무 1,10,"실습을 하시면서 ""이 감염 수칙만큼은 정말 중요하다""고 느꼈던 것이 있다면 무엇인가요?",
간호사,실무 1,11,"체온이 38.9도인 고열 환자가 있다면, 어떤 간호진단을 내리고 중재를 하시겠어요?",
간호사,실무 1,12,"협심증과 심근경색은 증상이 비슷하면서도 다른데, 두 질환의 차이점을 설명해 주시겠어요?",
간호사,실무 1,13,항암화학요법을 받는 환자들에게 흔히 나타나는 항암제 부작용에는 어떤 것들이 있나요?,
간호사,실무 1,14,항암 치료 중인 환자를 간호할 때 가장 중점을 둬야 할 부분은 무엇이라고 생각하시나요?,
간호사,실무 1,15,인슐린을 투여할 때 간호사가 특별히 주의해야 할 사항은 무엇인가요?,
간호사,실무 1,16,"저혈당이 발생했을 때 나타나는 증상과, 즉시 시행해야 할 응급 대처 방법에 대해 설명해 주세요.",
간호사,실무 1,17,"발작을 일으키는 환자를 발견했다면, 간호사로서 가장 먼저 해야 할 일은 무엇인가요?",
간호사,실무 1,18,욕창 단계에 따라 각각 어떤 간호 중재를 적용해야 하는지 설명해 주시겠어요?,
간호사,실무 1,19,경관영양을 주입할 때 간호사가 꼭 지켜야 할 주의사항은 무엇인가요?,
간호사,실무 1,20,경관유동식을 시행할 때 나타날 수 있는 부작용에는 어떤 것들이 있나요?,
간호사,실무 2,1,실습 중에 환자 중심의 간호를 직접 실천해 본 사례가 있다면 이야기해 주시겠어요?,
간호사,실무 2,2,다양한 산소요법 장치들의 종류와 각각의 특징에 대해 알고 계신 대로 설명해 주세요.,
간호사,실무 2,3,활력징후를 측정할 때 오류를 줄이기 위해 특별히 주의해야 할 점은 무엇인가요?,
간호사,실무 2,4,"잘 나오던 체스트튜브의 배액량이 갑자기 줄어들었다면, 어떤 원인을 의심하고 대처해야 할까요?",
간호사,실무 2,5,수술 후 환자 간호에서 합병증 예방을 위해 가장 중요하게 챙겨야 할 항목은 무엇인가요?,
간호사,실무 2,6,낙상 위험이 높은 환자에게 적용해야 할 예방적인 간호 중재는 무엇이 있을까요?,
간호사,실무 2,7,의식이 없는 무의식 환자를 간호할 때 가장 최우선으로 고려해야 할 부분은 무엇인가요?,
간호사,실무 2,8,성인간호학 실습을 하면서 가장 어렵거나 까다로웠던 점은 무엇이었나요?,
간호사,실무 2,9,여러 가지 기본간호술 중에서 본인이 가장 자신 있게 수행할 수 있는 술기는 무엇인가요?,
간호사,실무 2,10,실습 중에 본인의 관찰력을 발휘해서 환자의 문제를 발견하거나 도움을 준 경험이 있나요?,
간호사,실무 2,11,수혈 간호 절차를 처음 확인 단계부터 투여 후 기록까지 순서대로 설명해 보시겠어요?,
간호사,실무 2,12,"수혈 중에 발생할 수 있는 부작용에는 어떤 게 있고, 그때 어떤 간호 중재를 해야 하나요?",
간호사,실무 2,13,"혹시 조금 자신이 없거나 부족하다고 느끼는 술기가 있다면 무엇이고, 입사 전까지 어떻게 보완하실 생각인가요?",
간호사,실무 2,14,"체스트튜브를 삽입해야 하는 적응증은 무엇이며, 주요 간호 중재에는 어떤 것들이 있나요?",
간호사,실무 2,15,기관절개관을 가지고 있는 환자는 어떻게 관리하고 간호해야 하나요?,
간호사,실무 2,16,"낙상 위험 사정도구에는 어떤 것들이 있고, 어떻게 평가하는지 설명해 주시겠어요?",
간호사,실무 2,17,영아에게 시행하는 CPR과 성인에게 시행하는 CPR의 가장 큰 차이점은 무엇인가요?,
간호사,실무 2,18,섬망 증상을 보이는 환자를 간호할 때 놓치지 말고 사정해야 할 포인트는 무엇인가요?,
간호사,실무 2,19,"유치도뇨를 하는 목적은 무엇이며, 삽입 과정과 주의사항에 대해 말씀해 주세요.",
간호사,실무 2,20,격리실에 들어갈 때 보호구를 착용하는 올바른 순서를 설명해 주시겠어요?,
간호사,상황/협업,1,"라운딩 중 환자분이 갑자기 어지럽다고 호소하신다면, 그 자리에서 바로 어떻게 대처하시겠어요?",
간호사,상황/협업,2,"환자가 가슴이 아프다고 흉통을 호소할 때, 간호사로서 우선적으로 어떤 간호를 제공하시겠습니까?",
간호사,상황/협업,3,"흉관이 갑자기 빠지는 응급 상황이 발생했다면, 즉시 어떤 조치를 취해야 하나요?",
간호사,상황/협업,4,"환자의 체온이 급격히 올라 고열이 나는 상황이라면, 간호사로서 어떤 조치를 먼저 취하시겠어요?",
간호사,상황/협업,5,"만약 환자가 심정지가 오기 직전이라면, 어떤 전조 증상들이 나타날 수 있을까요?",
간호사,상황/협업,6,"여러 업무가 동시에 터졌을 때, 본인은 어떤 기준으로 우선순위를 정해서 일을 처리하시나요?",
간호사,상황/협업,7,"예를 들어 출혈 환자, 낙상 환자, 콜벨 호출이 동시에 발생했다면, 어떤 순서로 대처하실 건지 판단해 보시겠어요?",
간호사,상황/협업,8,"프리셉터 선생님이 잠시 자리를 비운 사이에 환자가 급하게 진통제를 요구한다면, 신규 간호사로서 어떻게 대처하시겠어요?",
간호사,상황/협업,9,"근무를 마치고 퇴근했는데, 인수인계 때 약물 하나를 빠뜨렸다는 사실이 뒤늦게 생각났다면 어떻게 하시겠습니까?",
간호사,상황/협업,10,"본인의 고집이 좀 센 선배 간호사와 함께 일해야 한다면, 트러블 없이 어떻게 협업하시겠어요?",
간호사,상황/협업,11,"업무 스타일이나 의견이 다른 동료와 일을 해야 할 때, 본인은 어떤 방식으로 접근해서 합의점을 찾으시나요?",
간호사,상황/협업,12,신규 간호사로서 팀원들과 좋은 관계를 맺고 잘 어울리기 위해 어떤 노력을 하실 생각인가요?,
간호사,상황/협업,13,"환자분이 간호사에게 화를 내며 폭언을 하는 상황이 생긴다면, 어떻게 대응하시겠어요?",
간호사,상황/협업,14,"폭언을 넘어 폭력적인 성향을 보이거나 실제 위험이 있는 환자라면, 어떤 방식으로 안전하게 대처하시겠습니까?",
간호사,상황/협업,15,"환자분이 병원에서 제공하기 어려운 물품을 계속해서 무리하게 요구하신다면, 어떻게 거절하시겠습니까?",
간호사,상황/협업,16,"이미 교육을 다 해드렸는데 나중에 ""왜 설명 안 해줬냐""며 컴플레인을 거는 환자분이 있다면, 어떻게 반응하시겠어요?",
간호사,상황/협업,17,"환자분이 치료에 비협조적이고 계속 울기만 한다면, 어떻게 다가가서 마음을 여시겠습니까?",
간호사,상황/협업,18,"고령의 환자분이 필요한 처치를 거부하신다면, 어떤 방법으로 설득해서 처치를 받게 하시겠습니까?",
간호사,상황/협업,19,"환자나 보호자와 의견 충돌이 있었을 때, 본인만의 방식으로 원만하게 해결했던 경험이 있다면 이야기해 주세요.",
간호사,상황/협업,20,"만약 환자분이 ""죽고 싶다""는 말씀을 하신다면, 그 순간 어떻게 대응하고 어떤 조치를 취해야 할까요?",
간호사,윤리/가치관,1,환자분의 자율성을 최대한 존중하고 보장하는 간호란 어떤 모습이어야 할까요?,
간호사,윤리/가치관,2,수많은 덕목 중에 간호사에게 가장 중요하고 필수적인 덕목은 딱 하나만 꼽자면 무엇일까요?,
간호사,윤리/가치관,3,직업인으로서 간호사가 반드시 갖춰야 할 가치관은 무엇이라고 생각하시나요?,
간호사,윤리/가치관,4,"업무를 하다 보면 과정과 결과가 다 중요하겠지만, 본인은 둘 중에 무엇을 조금 더 중요하게 생각하시나요?",
간호사,윤리/가치관,5,지원자분이 생각하시는 간호사로서의 진정한 성공이나 성취란 무엇인가요?,
간호사,윤리/가치관,6,"교과서적인 정의 말고, 본인이 생각하는 진정한 '간호'란 무엇인가요?",
간호사,윤리/가치관,7,"같이 일하는 동료가 실수하는 장면을 목격했다면, 그 상황에서 어떻게 행동하시겠어요?",
간호사,윤리/가치관,8,"만약 본인이 투약 오류를 냈는데, 이걸 보고하면 팀 전체가 곤란해질 수 있는 상황이에요. 그럼 어떻게 하시겠습니까?",
간호사,윤리/가치관,9,실습하면서 의료진이 겪는 윤리적 딜레마 상황을 보거나 직접 경험한 적이 있으신가요?,
간호사,윤리/가치관,10,"환자를 위한 '선의의 거짓말'에 대해서는 찬성하시나요, 반대하시나요?",
간호사,윤리/가치관,11,신규 간호사를 대상으로 하는 태움 문제를 해결하거나 줄이기 위해서는 어떤 방법이 필요할까요?,
간호사,윤리/가치관,12,"만약 본인이 담당한 환자가 치료를 거부하고 퇴원하겠다고 고집을 부린다면, 어디까지 설득해야 할까요?",
간호사,윤리/가치관,13,좋은 간호사가 되기 위해 '이것만큼은 절대 하지 말아야겠다'고 다짐한 행동이나 태도가 있으신가요?,
간호사,윤리/가치관,14,"최근 의료계 뉴스 중에 간호 윤리와 관련해서 가장 관심 있게 본 이슈는 무엇이고, 그에 대한 본인의 생각은 어떠신가요?",
간호사,윤리/가치관,15,"환자의 비밀 유지 의무와 보호자의 알 권리가 충돌하는 상황이 생긴다면, 본인은 어떤 기준으로 판단하시겠습니까?",
간호사,윤리/가치관,16,"간호사 생활을 하다 보면 매너리즘에 빠질 수도 있을 텐데, 초심을 잃지 않기 위해 어떤 마음가짐이 필요할까요?",
간호사,윤리/가치관,17,"만약 환자분이 본인에게 고맙다며 개인적으로 사례금이나 선물을 주려고 하신다면, 어떻게 정중하게 거절하시겠어요?",
간호사,윤리/가치관,18,"동료 간호사가 업무 중에 너무 힘들어하며 번아웃 증상을 보인다면, 동료로서 어떻게 도와줄 수 있을까요?",
간호사,윤리/가치관,19,"만약 본인이 담당 간호사인데, 의사의 처방이 환자에게 해가 될 것 같다는 의심이 든다면 어떻게 행동하시겠습니까?",
간호사,윤리/가치관,20,"""간호사는 천사여야 한다""는 사회적 인식에 대해서는 어떻게 생각하시나요? 공감하시나요, 아니면 부담스러우신가요?",
