선택 직무,질문 구성,번호,질문,모범 답변
고객서비스/CS,직무관련1,19,"실패한 고객 응대 사례를 하나 말씀해주시고, 왜 실패했다고 생각하시나요?",
고객서비스/CS,직무관련1,20,고객 여정에서 CS의 역할은 무엇이라고 보시나요?,
고객서비스/CS,직무관련2,1,화난 고객을 진정시키는 본인만의 방법이 있으신가요?,
고객서비스/CS,직무관련2,2,고객이 무리한 요구를 할 때 어떻게 대응하시겠어요?,
고객서비스/CS,직무관련2,3,고객 유지와 신규 고객 확보 중 어느 것이 더 중요하다고 보시나요?,
고객서비스/CS,직무관련2,4,응대 품질을 높이기 위한 본인만의 전략이 있으신가요?,
고객서비스/CS,직무관련2,5,고객에게 거절을 해야 할 때 어떻게 말씀드리시나요?,
고객서비스/CS,직무관련2,6,고객의 불만을 파악하는 본인만의 방법이 있으신가요?,
고객서비스/CS,직무관련2,7,B2B 고객과 B2C 고객의 응대 차이점에 대해 설명해 주시겠어요?,
고객서비스/CS,직무관련2,8,고객 클레임이 반복적으로 발생할 때 어떻게 대응하시겠어요?,
고객서비스/CS,직무관련2,9,고객 만족도가 저조할 때 어떤 방식으로 개선하시겠어요?,
고객서비스/CS,직무관련2,10,회사 정책상 해결이 어려운 문제를 어떻게 설명하시겠어요?,
고객서비스/CS,직무관련2,11,고객과의 장기적인 관계를 유지하기 위해 어떤 노력을 하시나요?,
고객서비스/CS,직무관련2,12,경쟁사 서비스와 비교 질문을 받으면 어떻게 대응하시겠어요?,
고객서비스/CS,직무관련2,13,고객 응대 프로세스에서 가장 중요한 단계는 무엇이라고 생각하시나요?,
고객서비스/CS,직무관련2,14,고객 만족도를 높이기 위해 실천하고 계신 것이 있나요?,
고객서비스/CS,직무관련2,15,고객 응대 데이터를 분석하고 활용해본 경험이 있으신가요?,
고객서비스/CS,직무관련2,16,고객이 서비스 해지를 원할 때 어떻게 만류하시겠어요?,
고객서비스/CS,직무관련2,17,CS 상담사에게 가장 필요한 역량은 무엇이라고 생각하시나요?,
고객서비스/CS,직무관련2,18,고객 만족 목표를 초과 달성해본 경험이 있으신가요?,
고객서비스/CS,직무관련2,19,고객과의 첫 응대에서 가장 중요하게 생각하는 것은 무엇인가요?,
고객서비스/CS,직무관련2,20,AI 챗봇 시대에 CS 상담사의 역할이 어떻게 변화하고 있다고 보시나요?,
고객서비스/CS,갈등/문제해결,1,팀원과 응대 방식에 대한 의견 충돌이 있었던 경험과 해결 방법을 말씀해 주시겠어요?,
고객서비스/CS,갈등/문제해결,2,응대 중 예상치 못한 상황이 발생했을 때 어떻게 대처하시겠어요?,
고객서비스/CS,갈등/문제해결,3,팀장의 지시가 고객에게 불리하다고 생각될 때 어떻게 하시나요?,
고객서비스/CS,갈등/문제해결,4,고객이 폭언이나 욕설을 할 때 어떻게 대응하시겠어요?,
고객서비스/CS,갈등/문제해결,5,여러 고객 문의가 동시에 몰렸을 때 우선순위를 어떻게 정하시나요?,
고객서비스/CS,갈등/문제해결,6,팀 내에서 응대 품질이 낮은 동료가 있다면 어떻게 하시겠어요?,
고객서비스/CS,갈등/문제해결,7,응대 시간 목표는 있는데 고객이 계속 통화를 원할 때 어떻게 하시겠어요?,
고객서비스/CS,갈등/문제해결,8,고객 클레임을 성공적으로 해결했던 구체적인 사례를 말씀해 주시겠어요?,
고객서비스/CS,갈등/문제해결,9,시스템 오류로 고객에게 피해가 발생했을 때 어떻게 대응하시겠어요?,
고객서비스/CS,갈등/문제해결,10,부서 간 협업 과정에서 커뮤니케이션 문제가 생겼을 때 해결 방법은요?,
고객서비스/CS,갈등/문제해결,11,본인의 응대가 고객을 더 화나게 했을 때 어떻게 대처하시나요?,
고객서비스/CS,갈등/문제해결,12,고객이 경쟁사로 이탈하려고 할 때 어떻게 만류하시겠어요?,
고객서비스/CS,갈등/문제해결,13,매뉴얼에 없는 특이한 문의를 받았을 때 어떻게 처리하시겠어요?,
고객서비스/CS,갈등/문제해결,14,감정적으로 힘든 응대 후 어떻게 감정을 관리하시나요?,
고객서비스/CS,갈등/문제해결,15,응대 평가가 낮게 나왔을 때 어떻게 동기부여를 유지하시나요?,
고객서비스/CS,갈등/문제해결,16,고객과의 약속을 지키지 못하게 된 상황이라면 어떻게 하시겠어요?,
고객서비스/CS,갈등/문제해결,17,팀 내에서 리더 역할을 맡았을 때 갈등을 해결한 경험이 있나요?,
고객서비스/CS,갈등/문제해결,18,"본인의 실수로 고객에게 피해를 준 경험이 있다면, 어떻게 수습하셨나요?",
고객서비스/CS,갈등/문제해결,19,회사 정책과 고객 요구가 충돌할 때 어떻게 대응하시겠어요?,
고객서비스/CS,갈등/문제해결,20,문제 해결 과정에서 가장 중요하게 생각하는 원칙은 무엇인가요?,
고객서비스/CS,실패/극복,1,고객 응대에서 겪은 가장 큰 실패 경험과 그것을 극복한 과정을 말씀해 주시겠어요?,
고객서비스/CS,실패/극복,2,고객을 화나게 했던 경험이 있나요? 원인은 무엇이었나요?,
고객서비스/CS,실패/극복,3,응대 목표를 달성하지 못했을 때 어떻게 재기하셨나요?,
고객서비스/CS,실패/극복,4,서비스 실패로부터 배운 가장 중요한 교훈은 무엇인가요?,
고객서비스/CS,실패/극복,5,포기하고 싶었던 순간을 이겨낸 경험이 있으신가요?,
고객서비스/CS,실패/극복,6,예상과 다른 고객 반응이 나왔을 때 어떻게 대응하시나요?,
고객서비스/CS,실패/극복,7,부정적인 고객 피드백을 받았을 때 어떻게 받아들이시나요?,
고객서비스/CS,실패/극복,8,실패를 두려워하지 않기 위해 어떤 마인드셋을 가지고 계신가요?,
고객서비스/CS,실패/극복,9,역경 속에서 성장한 경험을 구체적으로 말씀해 주시겠어요?,
고객서비스/CS,실패/극복,10,응대 실패 후 다시 도전했을 때 성공한 사례가 있나요?,
고객서비스/CS,실패/극복,11,가장 힘들었던 시기를 어떻게 버텨내셨나요?,
고객서비스/CS,실패/극복,12,실수를 인정하고 책임지는 것에 대해 어떻게 생각하시나요?,
고객서비스/CS,실패/극복,13,본인의 한계를 느꼈던 순간과 극복 방법을 말씀해 주세요.,
고객서비스/CS,실패/극복,14,같은 실수를 반복하지 않기 위해 어떤 노력을 하시나요?,
고객서비스/CS,실패/극복,15,좌절감을 느꼈을 때 동기부여를 얻는 방법은 무엇인가요?,
고객서비스/CS,실패/극복,16,실패 경험이 현재의 본인을 만드는 데 어떤 영향을 주었나요?,
고객서비스/CS,실패/극복,17,계획이 틀어졌을 때 빠르게 회복하는 본인만의 방법이 있나요?,
고객서비스/CS,실패/극복,18,실패를 성공의 밑거름으로 만든 구체적인 사례를 말씀해 주세요.,
고객서비스/CS,실패/극복,19,지금까지의 실패 경험 중 가장 값진 배움을 준 것은 무엇인가요?,
고객서비스/CS,실패/극복,20,앞으로 또 실패하게 된다면 어떻게 대처하실 건가요?,
고객서비스/CS,목표,1,입사 후 1년 내에 달성하고 싶은 목표는 무엇인가요?,
고객서비스/CS,목표,2,5년 후 CS 전문가로서 본인의 모습을 어떻게 그리고 계신가요?,
고객서비스/CS,목표,3,CS 상담사로서 궁극적으로 이루고 싶은 것은 무엇인가요?,
고객서비스/CS,목표,4,우리 회사에서 어떤 성과를 내고 싶으신가요?,
고객서비스/CS,목표,5,커리어 목표를 달성하기 위해 현재 어떤 노력을 하고 계신가요?,
고객서비스/CS,목표,6,본인만의 장기 커리어 플랜이 있으신가요?,
고객서비스/CS,목표,7,어떤 CS 전문가로 성장하고 싶으신가요?,
고객서비스/CS,목표,8,10년 후에는 어떤 위치에 있고 싶으신가요?,
고객서비스/CS,목표,9,입사 후 가장 먼저 도전해보고 싶은 것은 무엇인가요?,
고객서비스/CS,목표,10,본인의 목표와 우리 회사의 비전이 어떻게 연결되나요?,
고객서비스/CS,목표,11,전문성을 키우기 위해 어떤 분야를 더 공부하고 싶으신가요?,
고객서비스/CS,목표,12,롤모델이 있으신가요? 왜 그 사람을 롤모델로 삼으셨나요?,
고객서비스/CS,목표,13,CS 분야에서 본인만의 강점을 살려 어떤 전문가가 되고 싶으신가요?,
고객서비스/CS,목표,14,단기 목표와 장기 목표를 각각 말씀해 주시겠어요?,
고객서비스/CS,목표,15,성공적인 커리어를 위해 가장 중요하다고 생각하는 것은 무엇인가요?,
고객서비스/CS,목표,16,우리 회사에서 어떤 가치를 창출하고 싶으신가요?,
고객서비스/CS,목표,17,목표 달성을 위해 희생할 수 있는 것과 없는 것은 무엇인가요?,
고객서비스/CS,목표,18,퇴직할 때 어떤 CS 전문가로 기억되고 싶으신가요?,
고객서비스/CS,목표,19,본인의 커리어에서 가장 중요하게 생각하는 가치는 무엇인가요?,
고객서비스/CS,목표,20,앞으로 이 분야에서 어떤 영향력을 발휘하고 싶으신가요?,
